1655136810.211113000,1,1400
1655136810.212349000,2,1400
1655136810.214754000,3,1400
1655136810.214755000,4,1400
1655136810.214755000,5,1400
1655136810.214755000,6,1400
1655136810.214755000,7,1400
1655136810.214755000,8,1400
1655136810.216505000,9,1400
1655136810.216506000,10,1400
1655136810.216506000,11,1400
1655136810.216506000,12,1400
1655136810.219649000,13,1400
1655136810.219650000,14,1400
1655136810.219650000,15,1400
1655136810.219650000,16,1400
1655136810.219650000,17,1400
1655136810.219650000,18,1400
1655136810.219749000,19,1400
1655136810.220491000,20,1400
1655136810.241344000,21,1400
1655136810.244647000,22,1400
1655136810.246104000,23,1400
1655136810.246104000,24,1400
1655136810.246104000,25,1400
1655136810.247001000,26,1400
1655136810.247002000,27,1400
1655136810.247002000,28,1400
1655136810.247002000,29,1400
1655136810.343120000,30,1400
1655136810.346132000,31,1400
1655136810.347836000,32,1400
1655136810.347836000,33,1400
1655136810.347836000,34,1400
1655136810.347836000,35,1400
1655136810.347837000,36,1400
1655136810.347837000,37,1400
1655136810.347837000,38,1400
1655136810.347837000,39,1400
1655136810.349721000,40,1400
1655136810.349721000,41,1400
1655136810.349721000,42,1400
1655136810.349721000,43,1400
1655136810.442448000,44,1400
1655136810.444629000,45,1400
1655136810.444629000,46,1400
1655136810.446766000,47,1400
1655136810.446767000,48,1400
1655136810.446767000,49,1400
1655136810.446767000,50,1400
1655136810.446767000,51,1400
1655136810.446767000,52,1400
1655136810.446767000,53,1400
1655136810.448067000,54,1400
1655136810.448067000,55,1400
1655136810.448067000,56,1400
1655136810.448067000,57,1400
1655136810.448123000,58,1400
1655136810.500211000,59,1400
1655136810.501467000,60,1400
1655136810.501467000,61,1400
1655136810.551663000,62,1400
1655136810.560827000,63,1400
1655136810.563202000,64,1400
1655136810.563202000,65,1400
1655136810.563202000,66,1400
1655136810.563202000,67,1400
1655136810.563272000,68,1400
1655136810.563272000,69,1400
1655136810.563272000,70,1400
1655136810.563272000,71,1400
1655136810.563272000,72,1400
1655136810.563272000,73,1400
1655136810.599055000,74,1400
1655136810.600387000,75,1400
1655136810.600387000,76,1400
1655136810.650273000,77,1400
1655136810.651760000,78,1400
1655136810.652960000,79,1400
1655136810.652961000,80,1400
1655136810.652961000,81,1400
1655136810.653650000,82,1400
1655136810.655474000,83,1400
1655136810.655474000,84,1400
1655136810.702264000,85,1400
1655136810.702264000,86,1400
1655136810.703492000,87,1400
1655136810.703492000,88,1400
1655136810.703492000,89,1400
1655136810.704717000,90,1400
1655136810.704717000,91,1400
1655136810.704717000,92,1400
1655136810.704717000,93,1400
1655136810.749785000,94,1400
1655136810.751119000,95,1400
1655136810.751120000,96,1400
1655136810.753467000,97,1400
1655136810.755697000,98,1400
1655136810.755698000,99,1400
1655136810.755698000,100,1400
1655136810.755698000,101,1400
1655136810.755698000,102,1400
1655136810.800597000,103,1400
1655136810.803281000,104,1400
1655136810.803282000,105,1400
1655136810.803282000,106,1400
1655136810.803282000,107,1400
1655136810.803282000,108,1400
1655136810.851870000,109,1400
1655136810.853600000,110,1400
1655136810.853600000,111,1400
1655136810.853600000,112,1400
1655136810.856792000,113,1400
1655136810.856792000,114,1400
1655136810.856792000,115,1400
1655136810.856792000,116,1400
1655136810.856792000,117,1400
1655136810.856864000,118,1400
1655136810.856864000,119,1400
1655136810.902867000,120,1400
1655136810.903589000,121,1400
1655136810.905950000,122,1400
1655136810.905950000,123,1400
1655136810.905951000,124,1400
1655136810.905951000,125,1400
1655136810.905951000,126,1400
1655136810.908082000,127,1400
1655136810.908082000,128,1400
1655136810.950841000,129,1400
1655136810.953983000,130,1400
1655136810.953983000,131,1400
1655136810.953983000,132,1400
1655136810.954425000,133,1400
1655136810.954425000,134,1400
1655136810.998111000,135,1400
1655136810.999423000,136,1400
1655136810.999423000,137,1400
1655136811.052394000,138,1400
1655136811.052395000,139,1400
1655136811.052395000,140,1400
1655136811.052395000,141,1400
1655136811.052395000,142,1400
1655136811.054068000,143,1400
1655136811.055061000,144,1400
1655136811.055061000,145,1400
1655136811.055062000,146,1400
1655136811.100583000,147,1400
1655136811.105414000,148,1400
1655136811.108101000,149,1400
1655136811.108102000,150,1400
1655136811.108102000,151,1400
1655136811.108102000,152,1400
1655136811.108103000,153,1400
1655136811.108103000,154,1400
1655136811.108103000,155,1400
1655136811.150086000,156,1400
1655136811.150086000,157,1400
1655136811.151334000,158,1400
1655136811.151334000,159,1400
1655136811.152084000,160,1400
1655136811.201339000,161,1400
1655136811.201340000,162,1400
1655136811.203556000,163,1400
1655136811.211316000,164,1400
1655136811.211373000,165,1400
1655136811.211373000,166,1400
1655136811.211373000,167,1400
1655136811.211373000,168,1400
1655136811.211373000,169,1400
1655136811.248495000,170,1400
1655136811.249633000,171,1400
1655136811.250928000,172,1400
1655136811.250928000,173,1400
1655136811.251308000,174,1400
1655136811.251308000,175,1400
1655136811.298385000,176,1400
1655136811.298385000,177,1400
1655136811.300368000,178,1400
1655136811.300369000,179,1400
1655136811.300369000,180,1400
1655136811.303209000,181,1400
1655136811.350510000,182,1400
1655136811.352337000,183,1400
1655136811.352337000,184,1400
1655136811.352337000,185,1400
1655136811.354463000,186,1400
