1655131417.462801000,6,1400
1655131417.465144000,7,1400
1655131417.465145000,8,1400
1655131417.466110000,9,1400
1655131417.466111000,10,1400
1655131417.466111000,11,1400
1655131417.466111000,12,1400
1655131417.466111000,13,1400
1655131417.483383000,14,1400
1655131417.484986000,15,1400
1655131417.484986000,16,1400
1655131417.485942000,17,1400
1655131417.485943000,18,1400
1655131417.486710000,19,1400
1655131417.516796000,20,1400
1655131417.526855000,21,1400
1655131417.536525000,22,1400
1655131417.546033000,23,1400
1655131417.546033000,24,1400
1655131417.546033000,25,1400
1655131417.546034000,26,1400
1655131417.546034000,27,1400
1655131417.546034000,28,1400
1655131417.585896000,29,1400
1655131417.587778000,30,1400
1655131417.587779000,31,1400
1655131417.587779000,32,1400
1655131417.587779000,33,1400
1655131417.589659000,34,1400
1655131417.589659000,35,1400
1655131417.590187000,36,1400
1655131417.590187000,37,1400
1655131417.615742000,38,1400
1655131417.617343000,39,1400
1655131417.617343000,40,1400
1655131417.651905000,41,1400
1655131417.657918000,42,1400
1655131417.657918000,43,1400
1655131417.657918000,44,1400
1655131417.657918000,45,1400
1655131417.657918000,46,1400
1655131417.657918000,47,1400
1655131417.657919000,48,1400
1655131417.683624000,49,1400
1655131417.683624000,50,1400
1655131417.683624000,51,1400
1655131417.716838000,52,1400
1655131417.718445000,53,1400
1655131417.718445000,54,1400
1655131417.719538000,55,1400
1655131417.719538000,56,1400
1655131417.720672000,57,1400
1655131417.720672000,58,1400
1655131417.720672000,59,1400
1655131417.720672000,60,1400
1655131417.751071000,61,1400
1655131417.754506000,62,1400
1655131417.754506000,63,1400
1655131417.787434000,64,1400
1655131417.787435000,65,1400
1655131417.787435000,66,1400
1655131417.787435000,67,1400
1655131417.787435000,68,1400
1655131417.787435000,69,1400
1655131417.816207000,70,1400
1655131417.818951000,71,1400
1655131417.818951000,72,1400
1655131417.818981000,73,1400
1655131417.818982000,74,1400
1655131417.818982000,75,1400
1655131417.851213000,76,1400
1655131417.852411000,77,1400
1655131417.853317000,78,1400
1655131417.853317000,79,1400
1655131417.853317000,80,1400
1655131417.854200000,81,1400
