1655112236.100051000,1148,1,1400
1655112236.100264000,1150,1401,1400
1655112236.149378000,1152,2801,1400
1655112236.149414000,1153,4201,1448
1655112236.149564000,1155,5649,1352
1655112236.199526000,1158,7001,1400
1655112236.199560000,1159,8401,1448
1655112236.199598000,1160,9849,1448
1655112236.199621000,1161,11297,1448
1655112236.199642000,1162,12745,1448
1655112236.199766000,1164,14193,1208
1655112236.249335000,1177,15401,1400
1655112236.249370000,1178,16801,1448
1655112236.249573000,1180,18249,1352
1655112236.298644000,1183,19601,1400
1655112236.298675000,1184,21001,1448
1655112236.298858000,1186,22449,1352
1655112236.350045000,1189,23801,1400
1655112236.350079000,1190,25201,1448
1655112236.350117000,1191,26649,1448
1655112236.350138000,1192,28097,1448
1655112236.350159000,1193,29545,1448
1655112236.350279000,1195,30993,1208
1655112236.398927000,1206,32201,1400
1655112236.398961000,1207,33601,1448
1655112236.399000000,1208,35049,1448
1655112236.399021000,1209,36497,1448
1655112236.399042000,1210,37945,1448
1655112236.399156000,1212,39393,1208
1655112236.449213000,1218,40601,1400
1655112236.449272000,1219,42001,1448
1655112236.449310000,1220,43449,1448
1655112236.449331000,1221,44897,1448
1655112236.449351000,1222,46345,1448
1655112236.449432000,1224,47793,1208
1655112236.498812000,1227,49001,1400
1655112236.498844000,1228,50401,1448
1655112236.498878000,1229,51849,1448
1655112236.498899000,1230,53297,1448
1655112236.499050000,1232,54745,1256
1655112236.549426000,1240,56001,1400
1655112236.549461000,1241,57401,1448
1655112236.549499000,1242,58849,1448
1655112236.549522000,1243,60297,1448
1655112236.549543000,1244,61745,1448
1655112236.549576000,1245,63193,1448
1655112236.549599000,1246,64641,1448
1655112236.549677000,1248,66089,1448
1655112236.549681000,1249,67537,1064
1655112236.608476000,1258,68601,1400
1655112236.608550000,1259,70001,1448
1655112236.608740000,1261,71449,1352
1655112236.658151000,1264,72801,1400
1655112236.658223000,1265,74201,1448
1655112236.658304000,1266,75649,1448
1655112236.658358000,1268,77097,1304
1655112236.658413000,1270,78401,1448
1655112236.658494000,1273,79849,1352
1655112236.658556000,1275,81201,1448
1655112236.658626000,1277,82649,1352
1655112236.659708000,1280,84001,1400
1655112236.708277000,1287,85401,1400
1655112236.708353000,1288,86801,1448
1655112236.708436000,1289,88249,1448
1655112236.708490000,1290,89697,1448
1655112236.708542000,1292,91145,1448
1655112236.708585000,1293,92593,1208
1655112236.708684000,1295,93801,1448
1655112236.708735000,1296,95249,1448
1655112236.708903000,1298,96697,1304
1655112236.757732000,1300,98001,1400
1655112236.757806000,1301,99401,1448
1655112236.757887000,1302,100849,1448
1655112236.757938000,1303,102297,1448
1655112236.758000000,1305,103745,1256
1655112236.758085000,1306,105001,1448
1655112236.758135000,1307,106449,1448
1655112236.758307000,1309,107897,1304
1655112236.807910000,1311,109201,1400
1655112236.807983000,1312,110601,1448
1655112236.808062000,1313,112049,1448
1655112236.808113000,1314,113497,1448
1655112236.808163000,1315,114945,1448
1655112236.808217000,1317,116393,1208
1655112236.859132000,1324,117601,1400
1655112236.859209000,1325,119001,1448
1655112236.859291000,1326,120449,1448
1655112236.859344000,1327,121897,1448
1655112236.859395000,1329,123345,1448
1655112236.859440000,1330,124793,1208
1655112236.859536000,1331,126001,1448
