1655131417.415298000,9,1400
1655131417.415353000,10,1400
1655131417.415398000,11,1400
1655131417.415419000,12,1400
1655131417.415438000,13,1400
1655131417.448338000,14,1400
1655131417.448362000,15,1400
1655131417.448383000,16,1400
1655131417.462749000,17,1400
1655131417.465297000,18,1400
1655131417.467069000,19,1400
1655131417.467078000,20,1400
1655131417.467084000,21,1400
1655131417.481628000,22,1400
1655131417.481653000,23,1400
1655131417.481673000,24,1400
1655131417.481706000,25,1400
1655131417.481725000,26,1400
1655131417.481744000,27,1400
1655131417.485568000,28,1400
1655131417.487120000,29,1400
1655131417.487128000,30,1400
1655131417.515019000,31,1400
1655131417.515042000,32,1400
1655131417.515062000,33,1400
1655131417.515094000,34,1400
1655131417.515113000,35,1400
1655131417.515130000,36,1400
1655131417.515161000,37,1400
1655131417.515179000,38,1400
1655131417.515197000,39,1400
1655131417.526223000,40,1400
1655131417.544925000,41,1400
1655131417.545751000,42,1400
1655131417.545759000,43,1400
1655131417.545766000,44,1400
1655131417.547104000,45,1400
1655131417.584062000,46,1400
1655131417.584089000,47,1400
1655131417.584110000,48,1400
1655131417.584144000,49,1400
1655131417.584162000,50,1400
1655131417.584180000,51,1400
1655131417.584211000,52,1400
1655131417.584230000,53,1400
1655131417.584248000,54,1400
1655131417.586562000,55,1400
1655131417.586956000,56,1400
1655131417.589033000,57,1400
1655131417.589785000,58,1400
1655131417.591112000,59,1400
1655131417.613603000,60,1400
1655131417.613627000,61,1400
1655131417.613648000,62,1400
1655131417.615104000,63,1400
1655131417.648537000,64,1400
1655131417.648560000,65,1400
1655131417.648593000,66,1400
1655131417.648626000,67,1400
1655131417.648645000,68,1400
1655131417.648676000,69,1400
1655131417.648694000,70,1400
1655131417.648711000,71,1400
1655131417.656905000,72,1400
1655131417.658873000,73,1400
1655131417.658881000,74,1400
1655131417.658886000,75,1400
1655131417.658892000,76,1400
1655131417.680236000,77,1400
1655131417.680262000,78,1400
1655131417.680295000,79,1400
1655131417.682319000,80,1400
1655131417.715056000,81,1400
1655131417.715079000,82,1400
1655131417.715111000,83,1400
1655131417.715147000,84,1400
1655131417.715165000,85,1400
1655131417.715183000,86,1400
1655131417.715214000,87,1400
1655131417.715233000,88,1400
1655131417.715250000,89,1400
1655131417.719290000,90,1400
1655131417.720089000,91,1400
1655131417.721723000,92,1400
1655131417.747950000,93,1400
1655131417.747973000,94,1400
1655131417.748006000,95,1400
1655131417.750432000,96,1400
1655131417.753486000,97,1400
1655131417.781469000,98,1400
1655131417.781492000,99,1400
1655131417.781524000,100,1400
1655131417.781557000,101,1400
1655131417.781576000,102,1400
1655131417.781594000,103,1400
1655131417.785797000,104,1400
1655131417.786462000,105,1400
1655131417.786825000,106,1400
1655131417.788332000,107,1400
1655131417.788340000,108,1400
1655131417.814018000,109,1400
1655131417.814041000,110,1400
1655131417.814073000,111,1400
1655131417.814105000,112,1400
1655131417.814123000,113,1400
1655131417.814141000,114,1400
1655131417.818409000,115,1400
1655131417.819740000,116,1400
1655131417.847536000,117,1400
1655131417.847559000,118,1400
1655131417.847590000,119,1400
1655131417.847622000,120,1400
1655131417.847641000,121,1400
1655131417.847659000,122,1400
1655131417.852541000,123,1400
1655131417.852858000,124,1400
1655131417.854791000,125,1400
1655131417.854799000,126,1400
1655131417.880838000,127,1400
1655131417.880861000,128,1400
1655131417.882013000,129,1400
1655131417.883125000,130,1400
1655131417.931948000,131,1400
1655131417.932023000,132,1400
1655131417.932100000,133,1400
1655131417.932191000,134,1400
1655131417.932237000,135,1400
1655131417.932281000,136,1400
1655131417.935281000,137,1400
1655131417.935715000,138,1400
1655131417.936127000,139,1400
1655131417.964122000,140,1400
1655131417.964178000,141,1400
1655131417.964255000,142,1400
1655131417.964334000,143,1400
1655131417.964379000,144,1400
1655131417.964426000,145,1400
1655131417.965843000,146,1400
1655131417.966884000,147,1400
1655131417.968087000,148,1400
1655131417.969472000,149,1400
1655131417.997112000,150,1400
1655131417.997170000,151,1400
1655131417.997248000,152,1400
1655131417.999435000,153,1400
1655131418.030104000,154,1400
1655131418.030158000,155,1400
1655131418.030235000,156,1400
1655131418.064335000,157,1400
1655131418.064391000,158,1400
1655131418.064504000,159,1400
1655131418.064588000,160,1400
1655131418.064635000,161,1400
1655131418.064679000,162,1400
1655131418.068219000,163,1400
1655131418.068458000,164,1400
1655131418.068792000,165,1400
1655131418.070224000,166,1400
1655131418.098187000,167,1400
1655131418.098244000,168,1400
1655131418.098323000,169,1400
1655131418.098406000,170,1400
1655131418.098451000,171,1400
1655131418.098497000,172,1400
1655131418.102282000,173,1400
1655131418.103053000,174,1400
1655131418.103559000,175,1400
