1655127118.357779000,438,1,1400
1655127118.358455000,440,1401,1448
1655127118.359122000,442,2849,2896
1655127118.362389000,444,5745,1256
1655127118.386640000,446,7001,1400
1655127118.386640000,448,8401,1448
1655127118.388739000,450,9849,1352
1655127118.437232000,452,11201,1400
1655127118.438330000,454,12601,1448
1655127118.441283000,456,14049,2896
1655127118.442579000,458,16945,2896
1655127118.442580000,460,19841,5792
1655127118.447316000,462,25633,2368
1655127118.487199000,464,28001,1400
1655127118.488291000,466,29401,1448
1655127118.488927000,468,30849,1448
1655127118.489318000,470,32297,1448
1655127118.492381000,471,33745,1448
1655127118.493565000,473,35193,1448
1655127118.496339000,474,36641,2896
1655127118.496339000,475,39537,1064
1655127118.536551000,477,40601,1400
1655127118.536551000,478,42001,1448
1655127118.538737000,480,43449,1352
1655127118.589703000,482,44801,1400
1655127118.592335000,484,46201,2896
1655127118.599930000,486,49097,1448
1655127118.599930000,487,50545,11584
1655127118.601814000,489,62129,2896
1655127118.601815000,491,65025,1448
1655127118.602719000,492,66473,1448
1655127118.603260000,494,67921,680
1655127118.635261000,496,68601,1400
1655127118.636012000,498,70001,1448
1655127118.638139000,500,71449,1352
1655127118.687684000,502,72801,1400
1655127118.694188000,504,74201,5792
1655127118.694301000,506,79993,11584
1655127118.695164000,508,91577,1448
1655127118.697266000,510,93025,2896
1655127118.697305000,512,95921,1448
1655127118.697849000,514,97369,632
1655127118.743119000,516,98001,1400
1655127118.744271000,518,99401,1448
1655127118.746509000,520,100849,1352
1655127118.797000000,522,102201,1400
1655127118.798874000,524,103601,2896
1655127118.802325000,526,106497,1448
1655127118.804423000,528,107945,4344
1655127118.804423000,530,112289,7240
1655127118.804564000,532,119529,1448
1655127118.804655000,534,120977,824
1655127118.843352000,536,121801,1400
1655127118.844080000,538,123201,1448
1655127118.846509000,540,124649,1352
1655127118.892885000,542,126001,1400
1655127118.895982000,544,127401,1448
1655127118.896809000,546,128849,1448
1655127118.898403000,548,130297,1448
1655127118.898403000,550,131745,4344
1655127118.899525000,552,136089,1448
1655127118.899526000,554,137537,1064
1655127118.944592000,556,138601,1400
1655127118.946366000,558,140001,1448
1655127118.946872000,560,141449,1448
1655127118.952127000,562,142897,5792
1655127118.953261000,564,148689,1448
1655127118.958290000,566,150137,1064
1655127118.995841000,568,151201,1400
1655127118.997508000,570,152601,2896
